Symbol,Company name
SHANTI,Shanti Overseas (India) Limited
SHARDACROP,Sharda Cropchem Limited
SHARDAMOTR,Sharda Motor Industries Limited
SHARONBIO,Sharon Bio-Medicine Limited
SFL,Sheela Foam Limited
SPYL,Shekhawati Poly-Yarn Limited
SHEMAROO,Shemaroo Entertainment Limited
SHILPAMED,Shilpa Medicare Limited
SCI,Shipping Corporation of India Limited
SHIRPUR-G,Shirpur Gold Refinery Limited
SHIVAUM,Shiv Aum Steels Limited
SHIVAMILLS,Shiva Mills Limited
SHIVATEX,Shiva Texyarn Limited
SHIVAMAUTO,Shivam Autotech Limited
SHOPERSTOP,Shoppers Stop Limited
SHRADHA,Shradha Infraprojects Limited
SHREECEM,Shree Cement Limited
SHREDIGCEM,Shree Digvijay Cement Co.Ltd
SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited
SRPL,Shree Ram Proteins Limited
SHREERAMA,Shree Rama Multi-Tech Limited
RAMANEWS,Shree Rama Newsprint Limited
RENUKA,Shree Renuka Sugars Limited
TIRUPATI,Shree Tirupati Balajee FIBC Limited
SVLL,Shree Vasu Logistics Limited
OSWALSEEDS,ShreeOswal Seeds And Chemicals Limited
SHRENIK,Shrenik Limited
SHREYANIND,Shreyans Industries Limited
SHREYAS,Shreyas Shipping & Logistics Limited
SRIRAM,Shri Ram Switchgears Limited
SHRIRAMCIT,Shriram City Union Finance Limited
SHRIRAMEPC,Shriram EPC Limited
SHRIPISTON,Shriram Pistons & Rings Limited
SRTRANSFIN,Shriram Transport Finance Company Limited
SHUBHLAXMI,Shubhlaxmi Jewel Art Limited
SHYAMCENT,Shyam Century Ferrous Limited
SHYAMMETL,Shyam Metalics and Energy Ltd
SHYAMTEL,Shyam Telecom Limited
SICAGEN,Sicagen India Limited
SICAL,Sical Logistics Limited
SIEMENS,Siemens Limited
SIGIND,Signet Industries Limited
SIKKO,Sikko Industries Limited
SILINV,SIL Investments Limited
SILGO,Silgo Retail Limited
SILLYMONKS,Silly Monks Entertainment Limited
SILVERTUC,Silver Touch Technologies Limited
SIMBHALS,Simbhaoli Sugars Limited
SIMPLEXINF,Simplex Infrastructures Limited
SINTERCOM,Sintercom India Limited
SINTEX,Sintex Industries Limited
SPTL,Sintex Plastics Technology Limited
SIRCA,Sirca Paints India Limited
SITINET,Siti Networks Limited
SIYSIL,Siyaram Silk Mills Limited
SJVN,SJVN Limited
SKFINDIA,SKF India Limited
SKIL,SKIL Infrastructure Limited
SKIPPER,Skipper Limited
SKMEGGPROD,SKM Egg Products Export (India) Limited
SKSTEXTILE,SKS Textiles Limited
SMARTLINK,Smartlink Holdings Limited
SMLISUZU,SML Isuzu Limited
SMSLIFE,SMS Lifesciences India Limited
SMSPHARMA,SMS Pharmaceuticals Limited
SMVD,SMVD Poly Pack Limited
SNOWMAN,Snowman Logistics Limited
SOBHA,Sobha Limited
SOFTTECH,Softtech Engineers Limited
SOLARINDS,Solar Industries India Limited
SOLARA,Solara Active Pharma Sciences Limited
SOLEX,Solex Energy Limited
SDBL,Som Distilleries & Breweries Limited
SOMATEX,Soma Textiles & Industries Limited
SOMANYCERA,Somany Ceramics Limited
SHIL,Somany Home Innovation Limited
SOMICONVEY,Somi Conveyor Beltings Limited
SONAHISONA,Sona Hi Sona Jewellers (Gujarat) Limited
SONAMCLOCK,Sonam Clock Limited
SONATSOFTW,Sonata Software Limited
SONISOYA,Soni Soya Products Limited
SORILINFRA,SORIL Infra Resources Limited
SOUTHWEST,South West Pinnacle Exploration Limited
SPIC,Southern Petrochemicals Industries Corporation Limited
SPCENET,Spacenet Enterprises India Limited
SPANDANA,Spandana Sphoorty Financial Limited
SPECIALITY,Speciality Restaurants Limited
SPECTRUM,Spectrum Electrical Industries Limited
SPENCERS,Spencer's Retail Limited
SPENTEX,Spentex Industries Limited
SPLIL,SPL Industries Limited
SMPL,Splendid Metal Products Limited
SPMLINFRA,SPML Infra Limited
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited
SREEL,Sreeleathers Limited
SREINFRA,SREI Infrastructure Finance Limited
SRF,SRF Limited
SABTN,Sri Adhikari Brothers Television Network Limited
HAVISHA,Sri Havisha Hospitality and Infrastructure Limited
SRIPIPES,Srikalahasthi Pipes Limited
STAMPEDE,Stampede Capital Limited
SIL,Standard Industries Limited
STARCEMENT,Star Cement Limited
STARPAPER,Star Paper Mills Limited
SBIN,State Bank of India
SAIL,Steel Authority of India Limited
STEELCITY,Steel City Securities Limited
STEELXIND,Steel Exchange India Limited
SSWL,Steel Strips Wheels Limited
STEL,Stel Holdings Limited
SWSOLAR,Sterling And Wilson Solar Limited
STERTOOLS,Sterling Tools Limited
STRTECH,Sterlite Technologies Limited
STINDIA,STI India Limited
SGL,STL Global Limited
STAR,Strides Pharma Science Limited
SUBEXLTD,Subex Limited
SUBROS,Subros Limited
SUDARSCHEM,Sudarshan Chemical Industries Limited
SUJANAUNI,Sujana Universal Industries Limited
SUMEETINDS,Sumeet Industries Limited
SUMIT,Sumit Woods Limited
SUMICHEM,Sumitomo Chemical India Limited
SUMMITSEC,Summit Securities Limited
SPARC,Sun Pharma Advanced Research Company Limited
SUNPHARMA,Sun Pharmaceutical Industries Limited
SUNTV,Sun TV Network Limited
SUNDRMBRAK,Sundaram Brake Linings Limited
SUNCLAYLTD,Sundaram Clayton Limited
SUNDARMHLD,Sundaram Finance Holdings Limited
SUNDARMFIN,Sundaram Finance Limited
SUNDARAM,Sundaram Multi Pap Limited
SUNDRMFAST,Sundram Fasteners Limited
SUNFLAG,Sunflag Iron And Steel Company Limited
SUNTECK,Sunteck Realty Limited
SUPERSPIN,Super Spinning Mills Limited
SUPERHOUSE,Superhouse Limited
SUPRAJIT,Suprajit Engineering Limited
SUPREMEENG,Supreme Engineering Limited
SUPREMEIND,Supreme Industries Limited
SUPREMEINF,Supreme Infrastructure India Limited
SUPRIYA,Supriya Life Sciences Ltd.
SUPPETRO,Supreme Petrochem Limited
SURANASOL,Surana Solar Limited
SURANAT&P,Surana Telecom and Power Limited
SURANI,Surani Steel Tubes Limited
SUREVIN,Surevin BPO Services Limited
SURYAROSNI,Surya Roshni Limited
SURYALAXMI,Suryalakshmi Cotton Mills Limited
SUTLEJTEX,Sutlej Textiles and Industries Limited
SUULD,Suumaya Lifestyle Limited
SUVEN,Suven Life Sciences Limited
SUVENPHAR,Suven Pharmaceuticals Limited
SUZLON,Suzlon Energy Limited
SWANENERGY,Swan Energy Limited
SWARAJENG,Swaraj Engines Limited
SWELECTES,Swelect Energy Systems Limited
SYMPHONY,Symphony Limited
SYNCOM,Syncom Healthcare Limited
SYNGENE,Syngene International Limited
TTL,T T Limited
TAINWALCHM,Tainwala Chemical and Plastic (I) Limited
TAJGVK,Taj GVK Hotels & Resorts Limited
TAKE,Take Solutions Limited
TALBROAUTO,Talbros Automotive Components Limited
TALWALKARS,Talwalkars Better Value Fitness Limited
TALWGYM,Talwalkars Healthclubs Limited
TNPL,Tamil Nadu Newsprint & Papers Limited
TNPETRO,Tamil Nadu PetroProducts Limited
TNTELE,Tamil Nadu Telecommunication Limited
TANLA,Tanla Solutions Limited
TANTIACONS,Tantia Constructions Limited
TARACHAND,Tara Chand Logistic Solutions Limited
TARMAT,Tarmat Limited
TASTYBITE,Tasty Bite Eatables Limited
TATACHEM,Tata Chemicals Limited
TATACOFFEE,Tata Coffee Limited
TATACOMM,Tata Communications Limited
TCS,Tata Consultancy Services Limited
TATACONSUM,Tata Consumer Products Limited
TATAELXSI,Tata Elxsi Limited
TATAINVEST,Tata Investment Corporation Limited
TATAMETALI,Tata Metaliks Limited
TATAMOTORS,Tata Motors Limited
TATAPOWER,Tata Power Company Limited
TATASTLBSL,Tata Steel Bsl Limited
TATASTEEL,Tata Steel Limited
TATASTLLP,Tata Steel Long Products Limited
TTML,Tata Teleservices (Maharashtra) Limited
TCIDEVELOP,TCI Developers Limited
TCIEXP,TCI Express Limited
TCIFINANCE,TCI Finance Limited
TCNSBRANDS,TCNS Clothing Co. Limited
TCPLPACK,TCPL Packaging Limited
TDPOWERSYS,TD Power Systems Limited
TEAMLEASE,Teamlease Services Limited
TECHM,Tech Mahindra Limited
TECHIN,Techindia Nirman Limited
TECHNOE,Techno Electric & Engineering Company Limited
TIIL,Technocraft Industries (India) Limited
TECHNOFAB,Technofab Engineering Limited
TEJASNET,Tejas Networks Limited
TERASOFT,Tera Software Limited
TEXINFRA,Texmaco Infrastructure & Holdings Limited
TEXRAIL,Texmaco Rail & Engineering Limited
TEXMOPIPES,Texmo Pipes and Products Limited
TGBHOTELS,TGB Banquets And Hotels Limited
THANGAMAYL,Thangamayil Jewellery Limited
ANDHRSUGAR,The Andhra Sugars Limited
ANUP,The Anup Engineering Limited
BYKE,The Byke Hospitality Ltd
FEDERALBNK,The Federal Bank Limited
GESHIP,The Great Eastern Shipping Company Limited
GROBTEA,The Grob Tea Company Limited
HITECHGEAR,The Hi-Tech Gears Limited
INDIACEM,The India Cements Limited
INDHOTEL,The Indian Hotels Company Limited
THEINVEST,The Investment Trust Of India Limited
J&KBANK,The Jammu & Kashmir Bank Limited
KTKBANK,The Karnataka Bank Limited
TMRVL,The Mandhana Retail Ventures Limited
MOTOGENFIN,The Motor & General Finance Limited
NIACL,The New India Assurance Company Limited
ORISSAMINE,The Orissa Minerals Development Company Limited
PKTEA,The Peria Karamalai Tea & Produce Company Limited
PHOENIXLTD,The Phoenix Mills Limited
RAMCOCEM,The Ramco Cements Limited
RUBYMILLS,The Ruby Mills Limited
SANDESH,The Sandesh Limited
SOUTHBANK,The South Indian Bank Limited
STCINDIA,The State Trading Corporation of India Limited
TINPLATE,The Tinplate Company of India Limited
UGARSUGAR,The Ugar Sugar Works Limited
UNITEDTEA,The United Nilgiri Tea Estates Company Limited
WIPL,The Western India Plywoods Limited
THEJO,Thejo Engineering Limited
THEMISMED,Themis Medicare Limited
THERMAX,Thermax Limited
THIRUSUGAR,Thiru Arooran Sugars Limited
TIRUMALCHM,Thirumalai Chemicals Limited
THOMASCOOK,Thomas Cook (India) Limited
THOMASCOTT,Thomas Scott (India) Limited
THYROCARE,Thyrocare Technologies Limited
TIDEWATER,Tide Water Oil Company (India) Limited
TIJARIA,Tijaria Polypipes Limited
TIL,TIL Limited
TI,Tilaknagar Industries Limited
TIMETECHNO,Time Technoplast Limited
TIMESGTY,Times Guaranty Limited
TIMKEN,Timken India Limited
TIPSINDLTD,TIPS Industries Limited
TIRUPATIFL,Tirupati Forge Limited
TWL,Titagarh Wagons Limited
TITAN,Titan Company Limited
TOKYOPLAST,Tokyo Plast International Limited
TORNTPHARM,Torrent Pharmaceuticals Limited
TORNTPOWER,Torrent Power Limited
TOTAL,Total Transport Systems Limited
TOUCHWOOD,Touchwood Entertainment Limited
TFCILTD,Tourism Finance Corporation of India Limited
TPLPLASTEH,TPL Plastech Limited
TRIL,Transformers And Rectifiers (India) Limited
TCI,Transport Corporation of India Limited
TFL,Transwarranty Finance Limited
TRANSWIND,Transwind Infrastructures Limited
TREEHOUSE,Tree House Education & Accessories Limited
TREJHARA,Trejhara Solutions Limited
TRENT,Trent Limited
TRF,TRF Limited
TBZ,Tribhovandas Bhimji Zaveri Limited
TRIDENT,Trident Limited
TRIGYN,Trigyn Technologies Limited
TRIVENI,Triveni Engineering & Industries Limited
TRITURBINE,Triveni Turbine Limited
TTKHLTCARE,TTK Healthcare Limited
TTKPRESTIG,TTK Prestige Limited
TIINDIA,Tube Investments of India Limited
TVTODAY,TV Today Network Limited
TVVISION,TV Vision Limited
TV18BRDCST,TV18 Broadcast Limited
TVSELECT,TVS Electronics Limited
TVSMOTOR,TVS Motor Company Limited
TVSSRICHAK,TVS Srichakra Limited
UCALFUEL,Ucal Fuel Systems Limited
UCOBANK,UCO Bank
UFLEX,UFLEX Limited
UFO,UFO Moviez India Limited
UJAAS,Ujaas Energy Limited
UJJIVAN,Ujjivan Financial Services Limited
UJJIVANSFB,Ujjivan Small Finance Bank Limited
UWCSL,Ultra Wiring Connectivity System Limited
ULTRACEMCO,UltraTech Cement Limited
UMANGDAIRY,Umang Dairies Limited
UNICHEMLAB,Unichem Laboratories Limited
UNIINFO,Uniinfo Telecom Services Limited
UNIONBANK,Union Bank of India
UNIENTER,Uniphos Enterprises Limited
UNIPLY,Uniply Industries Limited
UNITECH,Unitech Limited
UBL,United Breweries Limited
UNITEDPOLY,United Polyfab Gujarat Limited
MCDOWELL-N,United Spirits Limited
UNITY,Unity Infraprojects Limited
UNIVASTU,Univastu India Limited
UNIVCABLES,Universal Cables Limited
UNIVPHOTO,Universus Photo Imagings Limited
UPL,UPL Limited
URAVI,Uravi T and Wedge Lamps Limited
URJA,Urja Global Limited
UMESLTD,Usha Martin Education & Solutions Limited
USHAMART,Usha Martin Limited
UCL,Ushanti Colour Chem Limited
UTIAMC,UTI Asset Management Company Limited
UTTAMSTL,Uttam Galva Steels Limited
UTTAMSUGAR,Uttam Sugar Mills Limited
UVSL,Uttam Value Steels Limited
VSTTILLERS,Shukla industries Pvt LTD
V2RETAIL,V2 Retail Limited
WABAG,VA Tech Wabag Limited
VADILALIND,Vadilal Industries Limited
VSCL,Vadivarhe Speciality Chemicals Limited
VAIBHAVGBL,Vaibhav Global Limited
VAISHALI,Vaishali Pharma Limited
VAKRANGEE,Vakrangee Limited
VARDHACRLC,Vardhman Acrylics Limited
VHL,Vardhman Holdings Limited
VARDMNPOLY,Vardhman Polytex Limited
VSSL,Vardhman Special Steels Limited
VTL,Vardhman Textiles Limited
VARROC,Varroc Engineering Limited
VBL,Varun Beverages Limited
VASA,Vasa Retail and Overseas Ltd
VASCONEQ,Vascon Engineers Limited
VASWANI,Vaswani Industries Limited
VCL,Vaxtex Cotfab Limited
VEDL,Vedanta Limited
VENKEYS,Venky's (India) Limited
VENUSREM,Venus Remedies Limited
VERA,Vera Synthetic Limited
VERTOZ,Vertoz Advertising Limited
VESUVIUS,Vesuvius India Limited
VETO,Veto Switchgears And Cables Limited
VGUARD,V-Guard Industries Limited
VICEROY,Viceroy Hotels Limited
VIDEOIND,Videocon Industries Limited
VIDHIING,Vidhi Specialty Food Ingredients Limited
VIJIFIN,Viji Finance Limited
VIKASECO,Vikas EcoTech Limited
VIKASMCORP,Vikas Multicorp Limited
VIMTALABS,Vimta Labs Limited
VINATIORGA,Vinati Organics Limited
VINDHYATEL,Vindhya Telelinks Limited
VINNY,Vinny Overseas Limited
VINYLINDIA,Vinyl Chemicals (India) Limited
VIPCLOTHNG,VIP Clothing Limited
VIPIND,VIP Industries Limited
VIPULLTD,Vipul Limited
VISASTEEL,Visa Steel Limited
VIVIDHA,Visagar Polytex Limited
VISAKAIND,Visaka Industries Limited
VISHNU,Vishnu Chemicals Limited
VISHWARAJ,Vishwaraj Sugar Industries Limited
VIVIMEDLAB,Vivimed Labs Limited
VLSFINANCE,VLS Finance Limited
VMART,V-Mart Retail Limited
IDEA,Vodafone Idea Limited
VOLTAMP,Voltamp Transformers Limited
VOLTAS,Voltas Limited
VRLLOG,VRL Logistics Limited
VSTIND,VST Industries Limited
WSI,W S Industries (I) Limited
WABCOINDIA,WABCO India Limited
WALCHANNAG,Walchandnagar Industries Limited
WANBURY,Wanbury Limited
WEALTH,Wealth First Portfolio Managers Limited
WEBELSOLAR,Websol Energy System Limited
WEIZMANIND,Weizmann Limited
WELCORP,Welspun Corp Limited
WELENT,Welspun Enterprises Limited
WELSPUNIND,Welspun India Limited
WELINV,Welspun Investments and Commercials Limited
WENDT,Wendt (India) Limited
WSTCSTPAPR,West Coast Paper Mills Limited
WHEELS,Wheels India Limited
WHIRLPOOL,Whirlpool of India Limited
WILLAMAGOR,Williamson Magor & Company Limited
WINDMACHIN,Windsor Machines Limited
WIPRO,Wipro Limited
WOCKPHARMA,Wockhardt Limited
WFL,Wonder Fibromats Limited
WONDERLA,Wonderla Holidays Limited
WORTH,Worth Peripherals Limited
XCHANGING,Xchanging Solutions Limited
XELPMOC,Xelpmoc Design And Tech Limited
XPROINDIA,Xpro India Limited
YESBANK,Yes Bank Limited
ZEEL,Zee Entertainment Enterprises Limited
ZEELEARN,Zee Learn Limited
ZEEMEDIA,Zee Media Corporation Limited
ZENTEC,Zen Technologies Limited
ZENITHBIR,Zenith Birla (India) Limited
ZENITHEXPO,Zenith Exports Limited
ZENSARTECH,Zensar Technologies Limited
ZICOM,Zicom Electronic Security Systems Limited
ZODIACLOTH,Zodiac Clothing Company Limited
ZODIAC,Zodiac Energy Limited
ZODJRDMKJ,Zodiac JRD- MKJ Limited
ZOMATO,
ZOTA,Zota Health Care LImited
ZUARI,Zuari Agro Chemicals Limited
ZUARIGLOB,Zuari Global Limited
ZYDUSWELL,Zydus Wellness Limited
